Jour ,Heure  ,Puissance appelée horaire (W),Puissance appelée horaire (kW),Puissance maximale (kW),Plage de puissance N°,Plage de puissance (kW),Nbre d'heures,Pourcentage,,Plage n°,Plage n°1,Plage n°2,Plage n°3,Plage n°4,Plage n°5,Plage n°6,Plage n°7,Plage n°8,Plage n°9,Plage n°10,Plage n°11,Plage n°12,Plage n°13,Plage n°14,Plage n°15,Plage n°16,Plage n°17,Plage n°18,Plage n°19,Plage n°20,,,,,,,,,,,,,Rappel puissance maximale appelée (kW),29.2,,Consommation les 10 jours de janvier,Besoins totaux (kWh),Besoins générateur de base (kWh),,Puissance,Part base,86%,,,,,,Affichage de la puissance du générateur de base sur la monotone,,
344,13,7153.846154,7,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,7.153846154,,,,,,,,,,,,
344,14,6923.076923,7,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,6.923076923,,,,,,,,,,,,
344,15,6807.692308,7,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,6.807692308,,,,,,,,,,,,
344,16,7153.846154,7,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,7.153846154,,,,,,,,,,,,
344,17,7500,8,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,
344,18,7961.538462,8,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,7.961538462,,,,,,,,,,,,
344,19,8076.923077,8,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,8.076923077,,,,,,,,,,,,
344,20,8192.307692,8,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,8.192307692,,,,,,,,,,,,
344,21,8423.076923,8,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,8.423076923,,,,,,,,,,,,
344,22,9346.153846,9,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,9.346153846,,,,,,,,,,,,
344,23,8884.615385,9,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,8.884615385,,,,,,,,,,,,
344,24,9000,9,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,
345,1,9346.153846,9,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,9.346153846,,,,,,,,,,,,
345,2,9692.307692,10,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,9.692307692,,,,,,,,,,,,
345,3,10038.46154,10,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,10.03846154,,,,,,,,,,,,
345,4,10153.84615,10,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,10.15384615,,,,,,,,,,,,
345,5,10730.76923,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,10.73076923,,,,,,,,,,,,
345,6,10384.61538,10,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,10.38461538,,,,,,,,,,,,
345,7,10384.61538,10,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,10.38461538,,,,,,,,,,,,
345,8,10500,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,
345,9,10500,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,
345,10,9923.076923,10,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,9.923076923,,,,,,,,,,,,
345,11,9230.769231,9,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,9.230769231,,,,,,,,,,,,
345,12,8538.461538,9,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,8.538461538,,,,,,,,,,,,
345,13,8076.923077,8,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,8.076923077,,,,,,,,,,,,
345,14,7615.384615,8,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,7.615384615,,,,,,,,,,,,
345,15,7500,8,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,
345,16,7615.384615,8,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,7.615384615,,,,,,,,,,,,
345,17,8076.923077,8,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,8.076923077,,,,,,,,,,,,
345,18,8538.461538,9,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,8.538461538,,,,,,,,,,,,
345,19,9000,9,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,
345,20,9461.538462,9,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,9.461538462,,,,,,,,,,,,
345,21,9923.076923,10,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,9.923076923,,,,,,,,,,,,
345,22,10384.61538,10,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,10.38461538,,,,,,,,,,,,
345,23,10846.15385,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,10.84615385,,,,,,,,,,,,
345,24,11307.69231,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.30769231,,,,,,,,,,,,
346,1,12346.15385,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.34615385,,,,,,,,,,,,
346,2,13500,13,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,
346,3,14538.46154,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.53846154,,,,,,,,,,,,
346,4,15115.38462,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.11538462,,,,,,,,,,,,
346,5,15692.30769,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.69230769,,,,,,,,,,,,
346,6,16269.23077,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.26923077,,,,,,,,,,,,
346,7,16730.76923,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.73076923,,,,,,,,,,,,
346,8,17076.92308,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.07692308,,,,,,,,,,,,
346,9,17076.92308,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.07692308,,,,,,,,,,,,
346,10,14884.61538,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.88461538,,,,,,,,,,,,
346,11,12461.53846,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.46153846,,,,,,,,,,,,
346,12,10269.23077,10,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,10.26923077,,,,,,,,,,,,
346,13,8538.461538,9,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,8.538461538,,,,,,,,,,,,
346,14,7846.153846,8,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,7.846153846,,,,,,,,,,,,
346,15,7730.769231,8,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,7.730769231,,,,,,,,,,,,
346,16,8653.846154,9,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,8.653846154,,,,,,,,,,,,
346,17,10500,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,
346,18,11192.30769,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.19230769,,,,,,,,,,,,
346,19,11884.61538,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.88461538,,,,,,,,,,,,
346,20,12576.92308,13,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.57692308,,,,,,,,,,,,
346,21,13269.23077,13,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.26923077,,,,,,,,,,,,
346,22,13961.53846,14,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.96153846,,,,,,,,,,,,
346,23,14653.84615,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.65384615,,,,,,,,,,,,
346,24,15346.15385,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.34615385,,,,,,,,,,,,
347,1,15692.30769,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.69230769,,,,,,,,,,,,
347,2,16153.84615,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.15384615,,,,,,,,,,,,
347,3,16500,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.5,,,,,,,,,,,,
347,4,16730.76923,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.73076923,,,,,,,,,,,,
347,5,16846.15385,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.84615385,,,,,,,,,,,,
347,6,17076.92308,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.07692308,,,,,,,,,,,,
347,7,17192.30769,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.19230769,,,,,,,,,,,,
347,8,17307.69231,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.30769231,,,,,,,,,,,,
347,9,17307.69231,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.30769231,,,,,,,,,,,,
347,10,17192.30769,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.19230769,,,,,,,,,,,,
347,11,16846.15385,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.84615385,,,,,,,,,,,,
347,12,16615.38462,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.61538462,,,,,,,,,,,,
347,13,16269.23077,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.26923077,,,,,,,,,,,,
347,14,14653.84615,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.65384615,,,,,,,,,,,,
347,15,13730.76923,14,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.73076923,,,,,,,,,,,,
347,16,13500,13,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,
347,17,14076.92308,14,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.07692308,,,,,,,,,,,,
347,18,14423.07692,14,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.42307692,,,,,,,,,,,,
347,19,14884.61538,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.88461538,,,,,,,,,,,,
347,20,15230.76923,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.23076923,,,,,,,,,,,,
347,21,15576.92308,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.57692308,,,,,,,,,,,,
347,22,15923.07692,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.92307692,,,,,,,,,,,,
347,23,16384.61538,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.38461538,,,,,,,,,,,,
347,24,16730.76923,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.73076923,,,,,,,,,,,,
348,1,17076.92308,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.07692308,,,,,,,,,,,,
348,2,17538.46154,18,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.53846154,,,,,,,,,,,,
348,3,17884.61538,18,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.88461538,,,,,,,,,,,,
348,4,18115.38462,18,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18.11538462,,,,,,,,,,,,
348,5,18230.76923,18,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18.23076923,,,,,,,,,,,,
348,6,18461.53846,18,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18.46153846,,,,,,,,,,,,
348,7,18576.92308,19,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18.57692308,,,,,,,,,,,,
348,8,18807.69231,19,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18.80769231,,,,,,,,,,,,
348,9,18692.30769,19,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18.69230769,,,,,,,,,,,,
348,10,18461.53846,18,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18.46153846,,,,,,,,,,,,
348,11,18230.76923,18,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18.23076923,,,,,,,,,,,,
348,12,17884.61538,18,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.88461538,,,,,,,,,,,,
348,13,17653.84615,18,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.65384615,,,,,,,,,,,,
348,14,15576.92308,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.57692308,,,,,,,,,,,,
348,15,14423.07692,14,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.42307692,,,,,,,,,,,,
348,16,14076.92308,14,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.07692308,,,,,,,,,,,,
348,17,14884.61538,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.88461538,,,,,,,,,,,,
348,18,15115.38462,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.11538462,,,,,,,,,,,,
348,19,15346.15385,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.34615385,,,,,,,,,,,,
348,20,15576.92308,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.57692308,,,,,,,,,,,,
348,21,15807.69231,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.80769231,,,,,,,,,,,,
348,22,16153.84615,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.15384615,,,,,,,,,,,,
348,23,16384.61538,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.38461538,,,,,,,,,,,,
348,24,16615.38462,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.61538462,,,,,,,,,,,,
349,1,16846.15385,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.84615385,,,,,,,,,,,,
349,2,16961.53846,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.96153846,,,,,,,,,,,,
349,3,17192.30769,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.19230769,,,,,,,,,,,,
349,4,17192.30769,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.19230769,,,,,,,,,,,,
349,5,17307.69231,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.30769231,,,,,,,,,,,,
349,6,17423.07692,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.42307692,,,,,,,,,,,,
349,7,17423.07692,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.42307692,,,,,,,,,,,,
349,8,17423.07692,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.42307692,,,,,,,,,,,,
349,9,17307.69231,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.30769231,,,,,,,,,,,,
349,10,15692.30769,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.69230769,,,,,,,,,,,,
349,11,14076.92308,14,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.07692308,,,,,,,,,,,,
349,12,12346.15385,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.34615385,,,,,,,,,,,,
349,13,11538.46154,12,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.53846154,,,,,,,,,,,,
349,14,11307.69231,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.30769231,,,,,,,,,,,,
349,15,11076.92308,11,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.07692308,,,,,,,,,,,,
349,16,11769.23077,12,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11.76923077,,,,,,,,,,,,
349,17,12807.69231,13,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12.80769231,,,,,,,,,,,,
349,18,13384.61538,13,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13.38461538,,,,,,,,,,,,
349,19,14076.92308,14,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.07692308,,,,,,,,,,,,
349,20,14769.23077,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14.76923077,,,,,,,,,,,,
349,21,15346.15385,15,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,15.34615385,,,,,,,,,,,,
349,22,16038.46154,16,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.03846154,,,,,,,,,,,,
349,23,16615.38462,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16.61538462,,,,,,,,,,,,
349,24,17307.69231,17,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17.30769231,,,,,,,,,,,,
350,1,18461.53846,18,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18.46153846,,,,,,,,,,,,
350,2,19730.76923,20,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,19.73076923,,,,,,,,,,,,
350,3,21115.38462,21,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,21.11538462,,,,,,,,,,,,
350,4,21807.69231,22,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,21.80769231,,,,,,,,,,,,
350,5,22500,23,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,22.5,,,,,,,,,,,,
350,6,23307.69231,23,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,23.30769231,,,,,,,,,,,,
350,7,23769.23077,24,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,23.76923077,,,,,,,,,,,,
350,8,24346.15385,24,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,24.34615385,,,,,,,,,,,,
350,9,24346.15385,24,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,24.34615385,,,,,,,,,,,,
350,10,22846.15385,23,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,22.84615385,,,,,,,,,,,,
350,11,21461.53846,21,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,21.46153846,,,,,,,,,,,,
350,12,19961.53846,20,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,19.96153846,,,,,,,,,,,,
350,13,18923.07692,19,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18.92307692,,,,,,,,,,,,
