,Jour ,Heure  ,Extérieur,Cumul puissance,,Déperditions,30000,W,,SI(D5<$H$4;$H$8*($H$4-D5);0)
,,,T (°C),Chauffage (W),,Température intérieur de base,19,°C,,
,100,5,10.4,9923.076923,,,,,,
,100,6,10.7,9576.923077,,,,,,
,100,7,10.5,9807.692308,,,,,,
,100,8,10.9,9346.153846,,,,,,
,100,9,13.3,6576.923077,,,,,,
,100,10,14.6,5076.923077,,,,,,
,100,11,15.1,4500,,,,,,
,100,12,15.8,3692.307692,,,,,,
,100,13,16.3,3115.384615,,,,,,
,100,14,16.8,2538.461538,,,,,,
,100,15,17.2,2076.923077,,,,,,
,100,16,16.8,2538.461538,,,,,,
,100,17,16.6,2769.230769,,,,,,
,100,18,16.2,3230.769231,,,,,,
,100,19,15.8,3692.307692,,,,,,
,100,20,15.3,4269.230769,,,,,,
,100,21,14.5,5192.307692,,,,,,
,100,22,13.9,5884.615385,,,,,,
,100,23,13.2,6692.307692,,,,,,
,100,24,12.6,7384.615385,,,,,,
,101,1,11.3,8884.615385,,,,,,
,101,2,9.9,10500,,,,,,
,101,3,8.5,12115.38462,,,,,,
,101,4,7.7,13038.46154,,,,,,
,101,5,6.9,13961.53846,,,,,,
,101,6,6.4,14538.46154,,,,,,
,101,7,6.5,14423.07692,,,,,,
,101,8,7.9,12807.69231,,,,,,
,101,9,9.5,10961.53846,,,,,,
,101,10,11.1,9115.384615,,,,,,
,101,11,12.5,7500,,,,,,
,101,12,13.8,6000,,,,,,
,101,13,14.7,4961.538462,,,,,,
,101,14,15.4,4153.846154,,,,,,
,101,15,15.9,3576.923077,,,,,,
,101,16,16.1,3346.153846,,,,,,
,101,17,16.1,3346.153846,,,,,,
,101,18,15.4,4153.846154,,,,,,
,101,19,14.3,5423.076923,,,,,,
,101,20,13,6923.076923,,,,,,
,101,21,12.3,7730.769231,,,,,,
,101,22,11.6,8538.461538,,,,,,
,101,23,11,9230.769231,,,,,,
,101,24,10.3,10038.46154,,,,,,
,102,1,10.2,10153.84615,,,,,,
,102,2,10.3,10038.46154,,,,,,
,102,3,10.3,10038.46154,,,,,,
,102,4,10.4,9923.076923,,,,,,
,102,5,10.4,9923.076923,,,,,,
,102,6,10.5,9807.692308,,,,,,
,102,7,11.1,9115.384615,,,,,,
,102,8,13.6,6230.769231,,,,,,
,102,9,14,5769.230769,,,,,,
,102,10,13.6,6230.769231,,,,,,
,102,11,13.5,6346.153846,,,,,,
,102,12,13.4,6461.538462,,,,,,
,102,13,14.3,5423.076923,,,,,,
,102,14,15.5,4038.461538,,,,,,
,102,15,18.1,1038.461538,,,,,,
,102,16,19.8,0,,,,,,
,102,17,20.8,0,,,,,,
,102,18,21,0,,,,,,
,102,19,20.5,0,,,,,,
,102,20,19.5,0,,,,,,
,102,21,18.1,1038.461538,,,,,,
,102,22,16.7,2653.846154,,,,,,
,102,23,15.4,4153.846154,,,,,,
,102,24,14.1,5653.846154,,,,,,
,103,1,12.4,7615.384615,,,,,,
,103,2,10.7,9576.923077,,,,,,
,103,3,8.9,11653.84615,,,,,,
,103,4,7.9,12807.69231,,,,,,
,103,5,7,13846.15385,,,,,,
,103,6,6.4,14538.46154,,,,,,
,103,7,6.5,14423.07692,,,,,,
,103,8,6.8,14076.92308,,,,,,
,103,9,7.5,13269.23077,,,,,,
,103,10,9.7,10730.76923,,,,,,
,103,11,10.8,9461.538462,,,,,,
,103,12,10.9,9346.153846,,,,,,
,103,13,11.7,8423.076923,,,,,,
,103,14,12.5,7500,,,,,,
,103,15,13.6,6230.769231,,,,,,
,103,16,13.7,6115.384615,,,,,,
,103,17,13.1,6807.692308,,,,,,
,103,18,12,8076.923077,,,,,,
,103,19,10.9,9346.153846,,,,,,
,103,20,10,10384.61538,,,,,,
,103,21,8.9,11653.84615,,,,,,
,103,22,7.7,13038.46154,,,,,,
,103,23,6.5,14423.07692,,,,,,
,103,24,5.4,15692.30769,,,,,,
,104,1,4.7,16500,,,,,,
,104,2,3.9,17423.07692,,,,,,
,104,3,3.2,18230.76923,,,,,,
,104,4,2.8,18692.30769,,,,,,
,104,5,2.4,19153.84615,,,,,,
,104,6,2.1,19500,,,,,,
,104,7,2.4,19153.84615,,,,,,
,104,8,4.5,16730.76923,,,,,,
,104,9,6.7,14192.30769,,,,,,
,104,10,8.9,11653.84615,,,,,,
,104,11,11,9230.769231,,,,,,
,104,12,12.8,7153.846154,,,,,,
,104,13,14.2,5538.461538,,,,,,
,104,14,15.3,4269.230769,,,,,,
,104,15,16,3461.538462,,,,,,
,104,16,16.2,3230.769231,,,,,,
,104,17,15.9,3576.923077,,,,,,
,104,18,15,4615.384615,,,,,,
,104,19,13.6,6230.769231,,,,,,
,104,20,11.9,8192.307692,,,,,,
,104,21,10.6,9692.307692,,,,,,
,104,22,9.3,11192.30769,,,,,,
,104,23,8,12692.30769,,,,,,
,104,24,6.7,14192.30769,,,,,,
,105,1,5.6,15461.53846,,,,,,
,105,2,4.5,16730.76923,,,,,,
,105,3,3.3,18115.38462,,,,,,
,105,4,2.7,18807.69231,,,,,,
,105,5,2.1,19500,,,,,,
,105,6,1.6,20076.92308,,,,,,
,105,7,1.9,19730.76923,,,,,,
,105,8,3.7,17653.84615,,,,,,
,105,9,5.6,15461.53846,,,,,,
,105,10,7.4,13384.61538,,,,,,
,105,11,9.2,11307.69231,,,,,,
,105,12,10.7,9576.923077,,,,,,
,105,13,11.9,8192.307692,,,,,,
,105,14,12.7,7269.230769,,,,,,
,105,15,13.1,6807.692308,,,,,,
,105,16,13.2,6692.307692,,,,,,
,105,17,12.8,7153.846154,,,,,,
,105,18,11.9,8192.307692,,,,,,
,105,19,10.6,9692.307692,,,,,,
,105,20,9.1,11423.07692,,,,,,
,105,21,8.1,12576.92308,,,,,,
,105,22,7.1,13730.76923,,,,,,
,105,23,6.1,14884.61538,,,,,,
,105,24,5.1,16038.46154,fin période 2,,,,,
,106,1,4.7,,,,,,,
,106,2,4.2,,,,,,,
,106,3,3.7,,,,,,,
,106,4,3.4,,,,,,,
,106,5,3.2,,,,,,,
,106,6,3,,,,,,,
,106,7,3.2,,,,,,,
,106,8,4.2,,,,,,,
,106,9,5.1,,,,,,,
,106,10,6.1,,,,,,,
,106,11,7,,,,,,,
,106,12,7.7,,,,,,,
,106,13,8.3,,,,,,,
,106,14,8.7,,,,,,,
,106,15,8.9,,,,,,,
,106,16,8.9,,,,,,,
,106,17,8.6,,,,,,,
,106,18,8,,,,,,,
,106,19,7.3,,,,,,,
,106,20,6.7,,,,,,,
,106,21,6.4,,,,,,,
,106,22,6,,,,,,,
,106,23,5.3,,,,,,,
,106,24,5.4,,,,,,,
,107,1,5.2,,,,,,,
,107,2,5.1,,,,,,,
,107,3,5,,,,,,,
,107,4,4.9,,,,,,,
,107,5,4.9,,,,,,,
,107,6,4.8,,,,,,,
,107,7,5.1,,,,,,,
,107,8,6.2,,,,,,,
,107,9,7.5,,,,,,,
,107,10,8.4,,,,,,,
,107,11,9.6,,,,,,,
,107,12,10.6,,,,,,,
,107,13,11.6,,,,,,,
,107,14,12,,,,,,,
,107,15,12.1,,,,,,,
,107,16,12.5,,,,,,,
,107,17,12.3,,,,,,,
,107,18,11.8,,,,,,,
,107,19,11.1,,,,,,,
,107,20,10.3,,,,,,,
,107,21,9.4,,,,,,,
,107,22,8.5,,,,,,,
,107,23,7.6,,,,,,,
,107,24,6.7,,,,,,,
,108,1,5.7,,,,,,,
,108,2,4.7,,,,,,,
,108,3,3.7,,,,,,,
,108,4,3.2,,,,,,,
,108,5,2.7,,,,,,,
,108,6,2.3,,,,,,,
,108,7,2.7,,,,,,,
,108,8,4.2,,,,,,,
,108,9,6,,,,,,,
,108,10,8,,,,,,,
,108,11,9.8,,,,,,,
,108,12,11.1,,,,,,,
,108,13,12.1,,,,,,,
,108,14,13,,,,,,,
,108,15,13.5,,,,,,,
,108,16,13.6,,,,,,,
,108,17,13.3,,,,,,,
,108,18,12.5,,,,,,,
,108,19,11.3,,,,,,,
,108,20,9.9,,,,,,,
,108,21,8.8,,,,,,,
,108,22,7.7,,,,,,,
,108,23,6.7,,,,,,,
,108,24,5.6,,,,,,,
,109,1,5,,,,,,,
,109,2,4.3,,,,,,,
,109,3,3.6,,,,,,,
,109,4,3.2,,,,,,,
,109,5,2.8,,,,,,,
,109,6,2.6,,,,,,,
,109,7,2.8,,,,,,,
,109,8,3.4,,,,,,,
,109,9,4.2,,,,,,,
,109,10,5.2,,,,,,,
,109,11,5.8,,,,,,,
,109,12,6.4,,,,,,,
,109,13,6.8,,,,,,,
,109,14,7.3,,,,,,,
,109,15,7.6,,,,,,,
,109,16,7.7,,,,,,,
,109,17,7.6,,,,,,,
,109,18,7.2,,,,,,,
,109,19,6.1,,,,,,,
,109,20,6,,,,,,,
,109,21,5.3,,,,,,,
,109,22,4.6,,,,,,,
,109,23,3.9,,,,,,,
,109,24,3.2,,,,,,,
,110,1,2.7,,,,,,,
,110,2,2.2,,,,,,,
,110,3,1.7,,,,,,,
,110,4,1.4,,,,,,,
,110,5,1.1,,,,,,,
,110,6,0.8,,,,,,,
,110,7,1.3,,,,,,,
,110,8,3.2,,,,,,,
,110,9,5.1,,,,,,,
,110,10,7.1,,,,,,,
,110,11,8.9,,,,,,,
,110,12,10.5,,,,,,,
,110,13,11.8,,,,,,,
,110,14,12.6,,,,,,,
,110,15,13,,,,,,,
,110,16,13.2,,,,,,,
,110,17,12.8,,,,,,,
,110,18,11.9,,,,,,,
,110,19,10.6,,,,,,,
,110,20,9.1,,,,,,,
,110,21,8.1,,,,,,,
,110,22,7,,,,,,,
,110,23,6,,,,,,,
,110,24,4.9,,,,,,,
,111,1,4.1,,,,,,,
,111,2,3.1,,,,,,,
,111,3,2.6,,,,,,,
,111,4,2.1,,,,,,,
,111,5,1.8,,,,,,,
,111,6,1.7,,,,,,,
,111,7,2.4,,,,,,,
,111,8,4,,,,,,,
,111,9,6,,,,,,,
,111,10,8.1,,,,,,,
,111,11,10.2,,,,,,,
,111,12,12,,,,,,,
,111,13,13.6,,,,,,,
,111,14,14.7,,,,,,,
,111,15,15.5,,,,,,,
,111,16,15.8,,,,,,,
,111,17,15.6,,,,,,,
,111,18,14.7,,,,,,,
,111,19,13.4,,,,,,,
,111,20,11.8,,,,,,,
,111,21,11,,,,,,,
,111,22,10.1,,,,,,,
,111,23,9.3,,,,,,,
,111,24,8.4,,,,,,,
,112,1,8,,,,,,,
,112,2,7.6,,,,,,,
,112,3,7.3,,,,,,,
,112,4,7.1,,,,,,,
,112,5,7,,,,,,,
,112,6,6.9,,,,,,,
,112,7,7.5,,,,,,,
,112,8,8.6,,,,,,,
,112,9,9.8,,,,,,,
,112,10,11.5,,,,,,,
,112,11,13.8,,,,,,,
,112,12,15.8,,,,,,,
,112,13,17.2,,,,,,,
,112,14,18.3,,,,,,,
,112,15,18.8,,,,,,,
,112,16,19,,,,,,,
,112,17,19,,,,,,,
,112,18,18.4,,,,,,,
,112,19,17.3,,,,,,,
,112,20,16,,,,,,,
,112,21,15.1,,,,,,,
,112,22,14.2,,,,,,,
,112,23,13.4,,,,,,,
,112,24,12.5,,,,,,,
,113,1,11.8,,,,,,,
,113,2,11.1,,,,,,,
,113,3,10.7,,,,,,,
,113,4,10.3,,,,,,,
,113,5,10,,,,,,,
,113,6,10,,,,,,,
,113,7,10.4,,,,,,,
,113,8,11.1,,,,,,,
,113,9,12.1,,,,,,,
,113,10,13.1,,,,,,,
,113,11,14.2,,,,,,,
,113,12,15.4,,,,,,,
,113,13,16.1,,,,,,,
,113,14,16.7,,,,,,,
,113,15,17.1,,,,,,,
,113,16,17.2,,,,,,,
,113,17,17.1,,,,,,,
,113,18,16.6,,,,,,,
,113,19,15.9,,,,,,,
,113,20,15.1,,,,,,,
,113,21,14,,,,,,,
,113,22,12.8,,,,,,,
,113,23,11.6,,,,,,,
,113,24,10.5,,,,,,,
,114,1,9.5,,,,,,,
,114,2,8.5,,,,,,,
,114,3,8,,,,,,,
,114,4,7.5,,,,,,,
,114,5,7.2,,,,,,,
,114,6,7.2,,,,,,,
,114,7,7.8,,,,,,,
,114,8,8.9,,,,,,,
,114,9,10.2,,,,,,,
,114,10,11.8,,,,,,,
,114,11,12.9,,,,,,,
,114,12,13.9,,,,,,,
,114,13,14.7,,,,,,,
,114,14,14.9,,,,,,,
,114,15,14.2,,,,,,,
,114,16,13.3,,,,,,,
,114,17,12.4,,,,,,,
,114,18,11.6,,,,,,,
,114,19,11,,,,,,,
,114,20,10.3,,,,,,,
,114,21,9.6,,,,,,,
,114,22,9,,,,,,,
,114,23,8.3,,,,,,,
,114,24,7.6,,,,,,,
,115,1,7.1,,,,,,,
,115,2,6.5,,,,,,,
,115,3,6.2,,,,,,,
,115,4,5.9,,,,,,,
,115,5,5.7,,,,,,,
,115,6,5.6,,,,,,,
,115,7,6.5,,,,,,,
,115,8,8.2,,,,,,,
,115,9,10.1,,,,,,,
,115,10,12,,,,,,,
,115,11,13.6,,,,,,,
,115,12,15.2,,,,,,,
,115,13,16.6,,,,,,,
,115,14,17.5,,,,,,,
,115,15,18.3,,,,,,,
,115,16,18.5,,,,,,,
,115,17,18.1,,,,,,,
,115,18,17.3,,,,,,,
,115,19,16.1,,,,,,,
,115,20,14.7,,,,,,,
,115,21,13.7,,,,,,,
,115,22,12.7,,,,,,,
,115,23,11.7,,,,,,,
,115,24,10.7,,,,,,,
,116,1,9.9,,,,,,,
,116,2,9,,,,,,,
,116,3,8.6,,,,,,,
,116,4,8.1,,,,,,,
,116,5,7.8,,,,,,,
,116,6,7.7,,,,,,,
,116,7,8.8,,,,,,,
,116,8,10.1,,,,,,,
,116,9,10.7,,,,,,,
,116,10,10.8,,,,,,,
,116,11,11,,,,,,,
,116,12,11.3,,,,,,,
,116,13,10.9,,,,,,,
,116,14,11.4,,,,,,,
,116,15,12.4,,,,,,,
,116,16,13,,,,,,,
,116,17,13.3,,,,,,,
,116,18,13.3,,,,,,,
,116,19,12.9,,,,,,,
,116,20,12.2,,,,,,,
,116,21,11.5,,,,,,,
,116,22,10.7,,,,,,,
,116,23,10,,,,,,,
,116,24,9.2,,,,,,,
,117,1,8.8,,,,,,,
,117,2,8.4,,,,,,,
,117,3,8.2,,,,,,,
,117,4,7.9,,,,,,,
,117,5,7.8,,,,,,,
,117,6,7.8,,,,,,,
,117,7,8.2,,,,,,,
,117,8,10,,,,,,,
,117,9,10.8,,,,,,,
,117,10,12.4,,,,,,,
,117,11,13.5,,,,,,,
,117,12,14.5,,,,,,,
,117,13,15.7,,,,,,,
,117,14,16.1,,,,,,,
,117,15,16.8,,,,,,,
,117,16,16.9,,,,,,,
,117,17,17.1,,,,,,,
,117,18,16.1,,,,,,,
,117,19,15.2,,,,,,,
,117,20,14.3,,,,,,,
,117,21,13.8,,,,,,,
,117,22,13.3,,,,,,,
,117,23,12.9,,,,,,,
,117,24,12.4,,,,,,,
,118,1,11.9,,,,,,,
,118,2,11.9,,,,,,,
,118,3,11.8,,,,,,,
,118,4,11.7,,,,,,,
,118,5,11.7,,,,,,,
,118,6,11.7,,,,,,,
,118,7,12.1,,,,,,,
,118,8,12.2,,,,,,,
,118,9,12.4,,,,,,,
,118,10,12.7,,,,,,,
,118,11,13.6,,,,,,,
,118,12,14.4,,,,,,,
,118,13,16.9,,,,,,,
,118,14,16.9,,,,,,,
,118,15,17.6,,,,,,,
,118,16,19.3,,,,,,,
,118,17,20.2,,,,,,,
,118,18,20.6,,,,,,,
,118,19,20.3,,,,,,,
,118,20,19.6,,,,,,,
,118,21,18.6,,,,,,,
,118,22,17.6,,,,,,,
,118,23,16.6,,,,,,,
,118,24,15.6,,,,,,,
,119,1,14.4,,,,,,,
,119,2,13,,,,,,,
,119,3,12.3,,,,,,,
,119,4,11.5,,,,,,,
,119,5,11,,,,,,,
,119,6,10.9,,,,,,,
,119,7,11.8,,,,,,,
,119,8,13.3,,,,,,,
,119,9,15.3,,,,,,,
,119,10,17.2,,,,,,,
,119,11,18.9,,,,,,,
,119,12,20.5,,,,,,,
,119,13,21.6,,,,,,,
,119,14,22.5,,,,,,,
,119,15,22.9,,,,,,,
,119,16,22.9,,,,,,,
,119,17,22.4,,,,,,,
,119,18,21.5,,,,,,,
,119,19,20.3,,,,,,,
,119,20,18.9,,,,,,,
,119,21,17.7,,,,,,,
,119,22,16.5,,,,,,,
,119,23,15.3,,,,,,,
,119,24,14.1,,,,,,,
,120,1,13.6,,,,,,,
,120,2,13.1,,,,,,,
,120,3,12.9,,,,,,,
,120,4,12.6,,,,,,,
,120,5,12.5,,,,,,,
,120,6,12.5,,,,,,,
,120,7,13.5,,,,,,,
,120,8,14.6,,,,,,,
,120,9,16.1,,,,,,,
,120,10,16.7,,,,,,,
,120,11,17.3,,,,,,,
,120,12,19.2,,,,,,,
,120,13,21.1,,,,,,,
,120,14,22.6,,,,,,,
,120,15,23.5,,,,,,,
,120,16,24.1,,,,,,,
,120,17,24.6,,,,,,,
,120,18,24.2,,,,,,,
,120,19,23.2,,,,,,,
,120,20,22,,,,,,,
,120,21,20,,,,,,,
,120,22,18,,,,,,,
,120,23,16.1,,,,,,,
,120,24,14.2,,,,,,,
mai,121,1,12.3,,,,,,,
,121,2,10.4,,,,,,,
,121,3,8.5,,,,,,,
,121,4,7.2,,,,,,,
,121,5,6.4,,,,,,,
,121,6,6.2,,,,,,,
,121,7,6.8,,,,,,,
,121,8,7.9,,,,,,,
,121,9,9.2,,,,,,,
,121,10,10.5,,,,,,,
,121,11,11.8,,,,,,,
,121,12,12.9,,,,,,,
,121,13,13.7,,,,,,,
,121,14,14.4,,,,,,,
,121,15,14.7,,,,,,,
,121,16,14.8,,,,,,,
,121,17,14.5,,,,,,,
,121,18,13.8,,,,,,,
,121,19,12.8,,,,,,,
,121,20,11.5,,,,,,,
,121,21,10.6,,,,,,,
,121,22,9.7,,,,,,,
,121,23,8.9,,,,,,,
,121,24,8,,,,,,,
,122,1,8.3,,,,,,,
,122,2,8.6,,,,,,,
,122,3,8.8,,,,,,,
,122,4,9,,,,,,,
,122,5,9.2,,,,,,,
,122,6,9.3,,,,,,,
,122,7,9.9,,,,,,,
,122,8,11.1,,,,,,,
,122,9,11.7,,,,,,,
,122,10,12.2,,,,,,,
,122,11,13.4,,,,,,,
,122,12,15.5,,,,,,,
,122,13,15.9,,,,,,,
,122,14,17.3,,,,,,,
,122,15,17.6,,,,,,,
,122,16,16.9,,,,,,,
,122,17,16.8,,,,,,,
,122,18,16.5,,,,,,,
,122,19,15.8,,,,,,,
,122,20,15.1,,,,,,,
,122,21,14.6,,,,,,,
,122,22,14.2,,,,,,,
,122,23,13.8,,,,,,,
,122,24,13.3,,,,,,,
,123,1,12.6,,,,,,,
,123,2,11.9,,,,,,,
,123,3,11.5,,,,,,,
,123,4,11.1,,,,,,,
,123,5,10.9,,,,,,,
,123,6,10.9,,,,,,,
,123,7,11.4,,,,,,,
,123,8,12.6,,,,,,,
,123,9,14.2,,,,,,,
,123,10,15,,,,,,,
,123,11,16.7,,,,,,,
,123,12,17.7,,,,,,,
,123,13,18.4,,,,,,,
,123,14,17.4,,,,,,,
,123,15,16.5,,,,,,,
,123,16,16.3,,,,,,,
,123,17,15.5,,,,,,,
,123,18,14.9,,,,,,,
,123,19,14.3,,,,,,,
,123,20,13.7,,,,,,,
,123,21,13.5,,,,,,,
,123,22,13.3,,,,,,,
,123,23,13.1,,,,,,,
,123,24,12.8,,,,,,,
,124,1,12.6,,,,,,,
,124,2,12.4,,,,,,,
,124,3,12.4,,,,,,,
,124,4,12.3,,,,,,,
,124,5,12.2,,,,,,,
,124,6,12.3,,,,,,,
,124,7,13.4,,,,,,,
,124,8,14.9,,,,,,,
,124,9,16.6,,,,,,,
,124,10,18.3,,,,,,,
,124,11,19.5,,,,,,,
,124,12,19.8,,,,,,,
,124,13,20.1,,,,,,,
,124,14,19.3,,,,,,,
,124,15,18.3,,,,,,,
,124,16,17.5,,,,,,,
,124,17,16.5,,,,,,,
,124,18,16.2,,,,,,,
,124,19,15.7,,,,,,,
,124,20,15.2,,,,,,,
,124,21,14.9,,,,,,,
,124,22,14.6,,,,,,,
,124,23,14.3,,,,,,,
,124,24,14,,,,,,,
,125,1,12.9,,,,,,,
,125,2,12.8,,,,,,,
,125,3,12.5,,,,,,,
,125,4,12.2,,,,,,,
,125,5,12,,,,,,,
,125,6,11.9,,,,,,,
,125,7,12.3,,,,,,,
,125,8,13,,,,,,,
,125,9,14,,,,,,,
,125,10,14.8,,,,,,,
,125,11,15.4,,,,,,,
,125,12,16.2,,,,,,,
,125,13,16.7,,,,,,,
,125,14,17,,,,,,,
,125,15,17.3,,,,,,,
,125,16,17.4,,,,,,,
,125,17,17.4,,,,,,,
,125,18,17.1,,,,,,,
,125,19,16.6,,,,,,,
,125,20,16,,,,,,,
,125,21,15,,,,,,,
,125,22,13.9,,,,,,,
,125,23,12.9,,,,,,,
,125,24,11.9,,,,,,,
,126,1,11.1,,,,,,,
,126,2,10.2,,,,,,,
,126,3,9.7,,,,,,,
,126,4,9.2,,,,,,,
,126,5,8.8,,,,,,,
,126,6,8.8,,,,,,,
,126,7,10,,,,,,,
,126,8,11.7,,,,,,,
,126,9,13.5,,,,,,,
,126,10,15.4,,,,,,,
,126,11,17.1,,,,,,,
,126,12,18.6,,,,,,,
,126,13,19.9,,,,,,,
,126,14,20.8,,,,,,,
,126,15,21.4,,,,,,,
,126,16,21.6,,,,,,,
,126,17,21.5,,,,,,,
,126,18,20.8,,,,,,,
,126,19,19.7,,,,,,,
,126,20,18.3,,,,,,,
,126,21,16.9,,,,,,,
,126,22,15.6,,,,,,,
,126,23,14.3,,,,,,,
,126,24,13,,,,,,,
,127,1,12.2,,,,,,,
,127,2,11.3,,,,,,,
,127,3,10.8,,,,,,,
,127,4,10.3,,,,,,,
,127,5,9.9,,,,,,,
,127,6,9.9,,,,,,,
,127,7,11,,,,,,,
,127,8,12.5,,,,,,,
,127,9,14.2,,,,,,,
,127,10,16,,,,,,,
,127,11,17.6,,,,,,,
,127,12,19.1,,,,,,,
,127,13,20.3,,,,,,,
,127,14,21.1,,,,,,,
,127,15,21.6,,,,,,,
,127,16,21.7,,,,,,,
,127,17,21.5,,,,,,,
,127,18,20.8,,,,,,,
,127,19,19.7,,,,,,,
,127,20,18.4,,,,,,,
,127,21,17.1,,,,,,,
,127,22,16.5,,,,,,,
,127,23,15.9,,,,,,,
,127,24,15.3,,,,,,,
,128,1,15.2,,,,,,,
,128,2,15.2,,,,,,,
,128,3,15.1,,,,,,,
,128,4,15.1,,,,,,,
,128,5,15,,,,,,,
,128,6,15.1,,,,,,,
,128,7,15.9,,,,,,,
,128,8,16.5,,,,,,,
,128,9,17.4,,,,,,,
,128,10,18.2,,,,,,,
,128,11,19,,,,,,,
,128,12,19.6,,,,,,,
,128,13,19.7,,,,,,,
,128,14,19.9,,,,,,,
,128,15,20.2,,,,,,,
,128,16,20,,,,,,,
,128,17,19.7,,,,,,,
,128,18,19.4,,,,,,,
,128,19,19,,,,,,,
,128,20,18.2,,,,,,,
,128,21,17.9,,,,,,,
,128,22,17.5,,,,,,,
,128,23,16.3,,,,,,,
,128,24,16.5,,,,,,,
,129,1,16.7,,,,,,,
,129,2,16.3,,,,,,,
,129,3,16.2,,,,,,,
,129,4,16.1,,,,,,,
,129,5,16,,,,,,,
,129,6,16,,,,,,,
,129,7,16.5,,,,,,,
,129,8,17.1,,,,,,,
,129,9,17.8,,,,,,,
,129,10,18.6,,,,,,,
,129,11,19.3,,,,,,,
,129,12,19.9,,,,,,,
,129,13,20.4,,,,,,,
,129,14,20.7,,,,,,,
,129,15,20.8,,,,,,,
,129,16,20.9,,,,,,,
,129,17,20.7,,,,,,,
,129,18,19.9,,,,,,,
,129,19,20.4,,,,,,,
,129,20,19.9,,,,,,,
,129,21,19.2,,,,,,,
,129,22,18.4,,,,,,,
,129,23,17.4,,,,,,,
,129,24,16.5,,,,,,,
,130,1,15.6,,,,,,,
,130,2,14.7,,,,,,,
,130,3,14.2,,,,,,,
,130,4,13.7,,,,,,,
,130,5,13.4,,,,,,,
,130,6,13.4,,,,,,,
,130,7,13.9,,,,,,,
,130,8,14.6,,,,,,,
,130,9,15.3,,,,,,,
,130,10,16.3,,,,,,,
,130,11,17.5,,,,,,,
,130,12,18.1,,,,,,,
,130,13,18.5,,,,,,,
,130,14,19.1,,,,,,,
,130,15,19.3,,,,,,,
,130,16,19.2,,,,,,,
,130,17,19.2,,,,,,,
,130,18,18.8,,,,,,,
,130,19,18,,,,,,,
,130,20,17.2,,,,,,,
,130,21,16.5,,,,,,,
,130,22,15.8,,,,,,,
,130,23,15,,,,,,,
,130,24,13.9,,,,,,,
,131,1,13.8,,,,,,,
,131,2,13.4,,,,,,,
,131,3,13.1,,,,,,,
,131,4,13,,,,,,,
,131,5,12.9,,,,,,,
,131,6,13.1,,,,,,,
,131,7,14.2,,,,,,,
,131,8,14.8,,,,,,,
,131,9,16.6,,,,,,,
,131,10,17.8,,,,,,,
,131,11,19.1,,,,,,,
,131,12,20.6,,,,,,,
,131,13,21,,,,,,,
,131,14,21.7,,,,,,,
,131,15,21,,,,,,,
,131,16,20,,,,,,,
,131,17,19,,,,,,,
,131,18,18.2,,,,,,,
,131,19,17.5,,,,,,,
,131,20,16.9,,,,,,,
,131,21,16.3,,,,,,,
,131,22,15.6,,,,,,,
,131,23,14.9,,,,,,,
,131,24,14.2,,,,,,,
,132,1,13.3,,,,,,,
,132,2,12.2,,,,,,,
,132,3,11.7,,,,,,,
,132,4,11.1,,,,,,,
,132,5,10.7,,,,,,,
,132,6,10.7,,,,,,,
,132,7,12,,,,,,,
,132,8,13.6,,,,,,,
,132,9,15.4,,,,,,,
,132,10,17.2,,,,,,,
,132,11,18.8,,,,,,,
,132,12,20.2,,,,,,,
,132,13,21.4,,,,,,,
,132,14,22.2,,,,,,,
,132,15,22.7,,,,,,,
,132,16,22.9,,,,,,,
,132,17,22.8,,,,,,,
,132,18,22.1,,,,,,,
,132,19,21,,,,,,,
,132,20,19.7,,,,,,,
,132,21,18.3,,,,,,,
,132,22,17.3,,,,,,,
,132,23,16.4,,,,,,,
,132,24,15.5,,,,,,,
,133,1,15.1,,,,,,,
,133,2,14.7,,,,,,,
,133,3,14.4,,,,,,,
,133,4,14.2,,,,,,,
,133,5,14,,,,,,,
,133,6,14,,,,,,,
,133,7,15.2,,,,,,,
,133,8,16.6,,,,,,,
,133,9,18.4,,,,,,,
,133,10,20.3,,,,,,,
,133,11,22.2,,,,,,,
,133,12,23.7,,,,,,,
,133,13,25,,,,,,,
,133,14,26.1,,,,,,,
,133,15,26.7,,,,,,,
,133,16,26.9,,,,,,,
,133,17,26.9,,,,,,,
,133,18,26.4,,,,,,,
,133,19,25.4,,,,,,,
,133,20,24,,,,,,,
,133,21,22.7,,,,,,,
,133,22,21.3,,,,,,,
,133,23,19.9,,,,,,,
,133,24,18.5,,,,,,,
,134,1,17.6,,,,,,,
,134,2,16.6,,,,,,,
,134,3,16,,,,,,,
,134,4,15.5,,,,,,,
,134,5,15.1,,,,,,,
,134,6,15.1,,,,,,,
,134,7,16.3,,,,,,,
,134,8,18,,,,,,,
,134,9,19.8,,,,,,,
,134,10,21.5,,,,,,,
,134,11,23.1,,,,,,,
,134,12,22.7,,,,,,,
,134,13,22.5,,,,,,,
,134,14,22.3,,,,,,,
,134,15,22.1,,,,,,,
,134,16,21.8,,,,,,,
,134,17,21.3,,,,,,,
,134,18,20.7,,,,,,,
,134,19,19.9,,,,,,,
,134,20,19.1,,,,,,,
,134,21,18.2,,,,,,,
,134,22,17.6,,,,,,,
,134,23,17,,,,,,,
,134,24,16.4,,,,,,,
,135,1,16.4,,,,,,,
,135,2,16.3,,,,,,,
